X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
399886.829999998,136928.010000002,25047370,2025/04/03 00:54:30+00,EVENING,OTHERS,THEFT F/AUTO,300 - 399 BLOCK OF H STREET NE,399886.83,136928.01,6,6C,1,104,Cluster 25,010602 3,010602,Precinct 83,38.9002045591,-77.0013046493,,2025/04/03 00:00:00+00,2025/04/03 00:30:00+00,710834495,
401728.259999998,138813.539999999,25047442,2025/04/02 05:38:59+00,MIDNIGHT,OTHERS,ROBBERY,1600 - 1779 BLOCK OF NEW YORK AVENUE NE,401728.26,138813.54,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.9171883705,-76.9800714834,,2025/04/02 03:49:00+00,2025/04/02 04:30:00+00,710834496,
405836.969999999,136773.199999999,25047480,2025/04/02 08:33:15+00,MIDNIGHT,OTHERS,THEFT/OTHER,4800 - 4899 BLOCK OF NANNIE HELEN BURROUGHS AVENUE NE,405836.97,136773.2,7,7C,6,602,Cluster 31,007804 1,007804,Precinct 98,38.8987906035,-76.932711419,,2025/04/02 08:10:00+00,2025/04/02 08:12:00+00,710834497,
398517.850000001,144246.859999999,25048692,2025/04/04 12:02:58+00,DAY,OTHERS,MOTOR VEHICLE THEFT,300 - 399 BLOCK OF SHERIDAN STREET NW,398517.85,144246.86,4,4B,4,402,Cluster 17,001902 2,001902,Precinct 59,38.9661337337,-77.0171023667,,2025/04/04 10:00:00+00,2025/04/04 11:00:00+00,710834498,
397998.100000001,140745.82,25049250,2025/04/05 04:00:00+00,MIDNIGHT,GUN,HOMICIDE,700 - 799 BLOCK OF OTIS PLACE NW,397998.1,140745.82,1,1E,4,409,Cluster 2,003200 1,003200,Precinct 43,38.9345943775,-77.023089487,,2025/04/05 02:40:00+00,,710834499,
397746.090000004,138510.18,25050871,2025/04/08 15:47:47+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1800 - 1824 BLOCK OF 10TH STREET NW,397746.09,138510.18,1,1B,3,305,Cluster 3,004402 2,004402,Precinct 137,38.9144544119,-77.0259887755,,2025/04/08 12:22:00+00,2025/04/08 13:56:00+00,710834500,
401820.149999999,142114.039999999,25051062,2025/04/08 19:42:00+00,EVENING,OTHERS,THEFT F/AUTO,4700 - 4798 BLOCK OF EASTERN AVENUE NE,401820.15,142114.04,5,5A,4,405,Cluster 20,009503 1,009503,Precinct 67,38.9469200956,-76.979003149,,2025/04/08 18:05:00+00,2025/04/08 19:45:00+00,710834501,
396567.990000002,138305.539999999,25039088,2025/03/19 00:19:30+00,EVENING,OTHERS,THEFT/OTHER,1700 - 1749 BLOCK OF R STREET NW,396567.99,138305.54,2,2B,3,301,Cluster 6,005302 3,005302,Precinct 15,38.9126071352,-77.039571868,,2025/03/18 19:00:00+00,2025/03/18 20:00:00+00,710834780,
397281.240000002,140197.68,25039544,2025/03/19 16:35:32+00,DAY,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF KENYON STREET NW,397281.24,140197.68,1,1A,3,302,Cluster 2,003000 1,003000,Precinct 39,38.9296546396,-77.031355425,,2025/03/19 15:00:00+00,2025/03/19 15:10:00+00,710834781,
399778.82,137532.050000001,25039552,2025/03/19 16:44:35+00,DAY,OTHERS,THEFT/OTHER,201 - 299 BLOCK OF M STREET NE,399778.82,137532.05,6,6C,5,501,Cluster 25,010602 4,010602,Precinct 144,38.9056459446,-77.0025500075,NOMA,2025/03/16 19:00:00+00,2025/03/17 00:00:00+00,710834782,
397162.060000002,140182.43,25039732,2025/03/19 22:07:11+00,EVENING,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,38.9295168861,-77.0327298633,,2025/03/19 20:55:00+00,2025/03/19 21:45:00+00,710834783,
406189.5559,137202.691,25039364,2025/03/19 09:20:45+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,4900 - 5199 BLOCK OF JUST STREET NE,406189.555939697,137202.690972755,7,7C,6,608,Cluster 31,007809 1,007809,Precinct 94,38.9026571985,-76.9286429402,,2025/03/19 06:45:00+00,2025/03/19 09:07:00+00,710860837,
399898.710000001,142770.5,25039371,2025/03/19 09:54:53+00,MIDNIGHT,OTHERS,ROBBERY,5100 - 5198 BLOCK OF 3RD STREET NE,399898.71,142770.5,5,5A,4,406,Cluster 19,009508 3,009508,Precinct 66,38.9528355473,-77.0011685562,,2025/03/19 07:31:00+00,2025/03/19 07:39:00+00,710860838,
399226.259999998,127956.75,25040529,2025/03/21 09:03:48+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,100 - 199 BLOCK OF JOLIET STREET SW,399226.26,127956.75,8,8D,7,708,Cluster 39,010900 2,010900,Precinct 126,38.819387345,-77.0089097554,,2025/03/21 01:00:00+00,2025/03/21 09:00:00+00,710860839,
402406.060000002,132393.390000001,25041155,2025/03/22 12:29:27+00,DAY,OTHERS,THEFT F/AUTO,2400 - 2456 BLOCK OF SKYLAND PLACE SE,402406.06,132393.39,8,8B,7,702,Cluster 36,007502 1,007502,Precinct 134,38.8593516484,-76.9722782724,,2025/03/22 12:01:00+00,,710860840,
397496.850000001,136885.09,25041172,2025/03/22 13:59:24+00,DAY,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF H STREET NW,397496.85,136885.09,2,2C,2,209,Cluster 8,005802 1,005802,Precinct 129,38.8998143637,-77.0288567213,DOWNTOWN,2025/03/22 12:33:00+00,2025/03/22 14:00:00+00,710860841,
393070.630000003,142276.379999999,25041510,2025/03/23 02:10:30+00,EVENING,OTHERS,THEFT/OTHER,4500 - 4537 BLOCK OF WISCONSIN AVENUE NW,393070.63,142276.38,3,3E,2,202,Cluster 11,001100 4,001100,Precinct 32,38.9483570552,-77.0799373128,,2025/03/22 17:30:00+00,2025/03/22 22:00:00+00,710860842,
400153.329999998,142041.739999998,25042150,2025/03/24 12:19:39+00,DAY,OTHERS,MOTOR VEHICLE THEFT,608 - 611 BLOCK OF BUCHANAN STREET NE,400153.33,142041.74,5,5A,4,405,Cluster 20,009504 2,009504,Precinct 67,38.9462706692,-76.9982312349,,2025/03/21 10:30:00+00,2025/03/24 12:00:00+00,710860843,
401795.280000001,131358.350000001,25042244,2025/03/24 18:43:11+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1800 - 1819 BLOCK OF TOBIAS DRIVE SE,401795.28,131358.35,8,8C,7,704,Cluster 38,007404 1,007404,Precinct 117,38.8500290234,-76.9793181537,,2025/03/24 13:45:00+00,2025/03/24 14:00:00+00,710860844,
396738.719999999,141908.579999998,25042760,2025/03/25 12:58:35+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1600 - 1699 BLOCK OF ALLISON STREET NW,396738.72,141908.58,4,4E,4,404,Cluster 18,002600 2,002600,Precinct 48,38.9450650863,-77.0376204323,,2025/03/25 11:57:00+00,2025/03/25 12:58:00+00,710860845,
406158.832500003,135771.362399999,25043144,2025/03/26 00:07:01+00,EVENING,OTHERS,ROBBERY,5000 - 5099 BLOCK OF EAST CAPITOL STREET,406158.832451668,135771.362395427,7,7C,6,604,Cluster 33,009903 2,009903,Precinct 104,38.8897634886,-76.9290099717,,2025/03/25 20:40:00+00,2025/03/25 20:50:00+00,710860846,
400436.0625,135043.815099999,25044509,2025/03/28 11:16:41+00,DAY,OTHERS,THEFT F/AUTO,400 - 499 BLOCK OF 8TH STREET SE,400436.062494358,135043.815098751,6,6B,1,106,Cluster 26,007000 2,007000,Precinct 90,38.8832309303,-76.9949741689,CAPITOL HILL,2025/03/28 10:16:00+00,,710862980,
398099.100000001,137620.600000001,25045593,2025/03/30 05:08:35+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,1200 - 1299 BLOCK OF 7TH STREET NW,398099.1,137620.6,2,2G,3,308,Cluster 7,004802 2,004802,Precinct 18,38.9064416062,-77.021915921,,2025/03/30 02:12:00+00,2025/03/30 05:09:00+00,710862981,
405524.3693,136006.661899999,25045720,2025/03/30 08:42:18+00,MIDNIGHT,OTHERS,THEFT F/AUTO,4600 - 4615 BLOCK OF BLAINE STREET NE,405524.369347079,136006.661883645,7,7F,6,602,Cluster 33,007803 3,007803,Precinct 98,38.8918873694,-76.9363212416,,2025/03/30 06:00:00+00,2025/03/30 08:15:00+00,710862982,
401485.869999997,131320.940000001,25045769,2025/04/03 14:39:56+00,DAY,OTHERS,THEFT/OTHER,3200 - 3299 BLOCK OF HENSON ROAD SE,401485.87,131320.94,8,8C,7,704,Cluster 38,007404 2,007404,Precinct 117,38.8496925948,-76.9828826756,,2025/03/30 11:27:00+00,2025/03/30 12:58:00+00,710862983,
402363.710000001,130873.460000001,25047439,2025/04/02 08:24:43+00,MIDNIGHT,GUN,ROBBERY,3400 - 3799 BLOCK OF 22ND STREET SE,402363.71,130873.46,8,8E,7,704,Cluster 38,007409 2,007409,Precinct 116,38.8456595779,-76.9727714366,,2025/04/02 02:46:00+00,2025/04/02 04:16:00+00,710862984,
396231.5,137578.5,25048665,2025/04/04 07:25:59+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1200 - 1219 BLOCK OF 19TH STREET NW,396231.5,137578.5,2,2B,2,208,Cluster 6,010700 2,010700,Precinct 17,38.9060563317,-77.0434476851,GOLDEN TRIANGLE,2025/04/04 04:20:00+00,2025/04/04 06:30:00+00,710862985,
404838.729999997,133646.43,25049186,2025/04/05 02:29:28+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,4038 - 4109 BLOCK OF ALABAMA AVENUE SE,404838.73,133646.43,7,7B,6,605,Cluster 34,009902 1,009902,Precinct 110,38.8706295295,-76.9442411414,,2025/04/05 01:38:00+00,2025/04/05 02:18:00+00,710862986,
398010.079999998,138818.940000001,25050557,2025/04/07 21:31:37+00,EVENING,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF 8TH STREET NW,398010.08,138818.94,1,1B,3,305,Cluster 3,003500 3,003500,Precinct 37,38.917236462,-77.0229457261,,2025/04/07 20:08:00+00,2025/04/07 20:45:00+00,710862987,
397991.630000003,140078.370000001,25051344,2025/04/09 08:32:24+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,3000 - 3099 BLOCK OF GEORGIA AVENUE NW,397991.63,140078.37,1,1E,4,409,Cluster 2,003200 4,003200,Precinct 38,38.928581769,-77.0231621573,,2025/04/09 02:05:00+00,2025/04/09 03:30:00+00,710863380,
402823.780000001,134227.600000001,25051390,2025/04/09 12:22:57+00,DAY,OTHERS,MOTOR VEHICLE THEFT,2900 - 2999 BLOCK OF NASH PLACE SE,402823.78,134227.6,7,7B,6,605,Cluster 34,007709 1,007709,Precinct 111,38.8758737198,-76.9674579251,,2025/04/09 11:21:00+00,2025/04/09 12:00:00+00,710863381,
400998.151500002,130393.774999999,25051475,2025/04/11 10:57:29+00,MIDNIGHT,OTHERS,THEFT/OTHER,3400 - 3432 BLOCK OF 13TH STREET SE,400998.151518879,130393.775030436,8,8E,7,705,Cluster 38,007304 4,007304,Precinct 120,38.8413409714,-76.9885025712,,2025/04/09 14:55:00+00,2025/04/09 15:52:00+00,710863382,
399884.990000002,141428.23,25052459,2025/04/11 10:44:10+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,400 - 490 BLOCK OF TAYLOR STREET NE,399884.99,141428.23,5,5A,4,405,Cluster 19,009510 3,009510,Precinct 44,38.9407440017,-77.0013266152,,2025/04/11 09:31:00+00,2025/04/11 10:44:00+00,710863383,
399333.630000003,129224.32,25053581,2025/04/13 15:32:32+00,DAY,OTHERS,MOTOR VEHICLE THEFT,4000 - 4098 BLOCK OF SOUTH CAPITOL STREET,399333.63,129224.32,8,8D,7,708,Cluster 39,009807 1,009807,Precinct 124,38.8308063012,-77.0076745977,,2025/04/13 14:51:00+00,2025/04/13 15:35:00+00,710863384,
397162.060000002,140182.43,25054102,2025/04/14 17:37:32+00,DAY,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,38.9295168861,-77.0327298633,,2025/04/14 16:19:00+00,2025/04/14 16:45:00+00,710863385,
400042.670000002,137118.27,25054356,2025/04/15 00:47:39+00,EVENING,OTHERS,THEFT/OTHER,900 - 999 BLOCK OF 5TH STREET NE,400042.67,137118.27,6,6C,5,501,Cluster 25,010602 3,010602,Precinct 83,38.9019184953,-76.9995080788,,2025/04/14 22:48:00+00,2025/04/15 00:46:00+00,710863386,
397424.68,141258.25,25054903,2025/04/16 02:50:28+00,EVENING,OTHERS,THEFT/OTHER,3900 - 3999 BLOCK OF 13TH STREET NW,397424.68,141258.25,4,4C,4,404,Cluster 18,002503 1,002503,Precinct 47,38.9392090053,-77.0297051135,,2025/04/15 23:10:00+00,2025/04/15 23:11:00+00,710863387,
401026.07,137243.609999999,25421039,2025/03/21 14:01:19+00,DAY,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF MORSE STREET NE,401026.07,137243.61,5,5D,5,506,Cluster 23,008802 3,008802,Precinct 77,38.9030470047,-76.9881707619,,2025/03/20 16:00:00+00,2025/03/20 17:29:00+00,710863397,
395175.219999999,140861.920000002,25421100,2025/04/03 11:32:08+00,DAY,OTHERS,THEFT/OTHER,2500 - 2880 BLOCK OF PORTER STREET NW,395175.22,140861.92,3,3C,2,203,Cluster 15,001304 4,001304,Precinct 34,38.9356292744,-77.0556487925,,2025/03/27 00:00:00+00,2025/03/27 03:50:00+00,710863398,
404327.109999999,132982.899999999,25050292,2025/04/07 09:18:43+00,MIDNIGHT,OTHERS,THEFT F/AUTO,2000 - 2099 BLOCK OF FORT DAVIS STREET SE,404327.11,132982.9,7,7B,6,606,Cluster 35,007603 1,007603,Precinct 110,38.8646548468,-76.9501409433,,2025/04/07 08:51:00+00,2025/04/07 09:14:00+00,710871961,
398010.079999998,138818.940000001,25050349,2025/04/08 01:23:58+00,EVENING,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF 8TH STREET NW,398010.08,138818.94,1,1B,3,305,Cluster 3,003500 3,003500,Precinct 37,38.917236462,-77.0229457261,,2025/04/07 13:03:00+00,2025/04/07 13:08:00+00,710871962,
396383.030000001,146859.960000001,25051670,2025/04/09 23:10:21+00,EVENING,OTHERS,THEFT F/AUTO,1800 - 1899 BLOCK OF REDWOOD TERRACE NW,396383.03,146859.96,4,4A,4,401,Cluster 16,001600 4,001600,Precinct 62,38.9896669249,-77.0417496084,,2025/04/09 21:09:00+00,2025/04/09 22:20:00+00,710871963,
400503.539999999,141040.359999999,25051915,2025/04/10 12:08:41+00,DAY,OTHERS,THEFT F/AUTO,900 - 999 BLOCK OF PERRY PLACE NE,400503.54,141040.36,5,5B,4,405,Cluster 20,009504 1,009504,Precinct 68,38.9372498182,-76.994192061,,2025/04/10 11:03:00+00,2025/04/10 11:31:00+00,710871964,
403638.939999998,135772.420000002,25053137,2025/04/12 19:33:31+00,EVENING,OTHERS,THEFT F/AUTO,2300 - 3955 BLOCK OF EAST CAPITOL STREET,403638.94,135772.42,7,7F,6,603,Cluster 32,009603 3,009603,Precinct 102,38.8897870573,-76.9580556016,,2025/04/11 20:30:00+00,2025/04/12 18:57:00+00,710871965,
396831.57,137702.420000002,25053492,2025/04/13 09:59:24+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1200 - 1399 BLOCK OF 16TH STREET NW,396831.57,137702.42,2,2C,2,208,Cluster 6,010700 2,010700,Precinct 17,38.9071750139,-77.0365299473,GOLDEN TRIANGLE,2025/04/13 03:00:00+00,2025/04/13 09:31:00+00,710871966,
393951.640000001,140624.870000001,25054156,2025/04/14 18:42:29+00,DAY,OTHERS,THEFT F/AUTO,3500 - 3599 BLOCK OF MACOMB STREET NW,393951.64,140624.87,3,3C,2,203,Cluster 15,000600 3,000600,Precinct 27,38.9334862861,-77.0697594142,,2025/04/13 02:30:00+00,2025/04/13 15:00:00+00,710871967,
396217.890000001,138008.23,25038978,2025/03/18 17:55:17+00,DAY,OTHERS,THEFT/OTHER,1300 - 1699 BLOCK OF CONNECTICUT AVENUE NW,396217.89,138008.23,2,2B,2,208,Cluster 6,005502 1,005502,Precinct 14,38.9099274291,-77.0436069637,DUPONT CIRCLE,2025/03/18 16:10:00+00,2025/03/18 17:30:00+00,710872332,
406428.692900002,136879.3473,25040000,2025/03/20 14:19:02+00,DAY,OTHERS,MOTOR VEHICLE THEFT,5200 - 5299 BLOCK OF HAYES STREET NE,406428.692867919,136879.347260455,7,7C,6,602,Cluster 31,007804 1,007804,Precinct 97,38.8997426876,-76.9258890481,,2025/03/20 11:12:00+00,2025/03/20 12:20:00+00,710872333,
401740.25,137077.199999999,25040152,2025/03/20 17:30:56+00,DAY,OTHERS,THEFT/OTHER,1600 - 1699 BLOCK OF MARYLAND AVENUE NE,401740.25,137077.2,5,5D,5,507,Cluster 23,008904 1,008904,Precinct 79,38.9015468006,-76.9799376272,,2025/03/20 16:26:00+00,2025/03/20 16:51:00+00,710872334,
401004.766800001,131818.155200001,25040405,2025/03/20 04:00:00+00,MIDNIGHT,GUN,HOMICIDE,2400 - 2599 BLOCK OF ELVANS ROAD SE,401004.766846885,131818.155159758,8,8B,7,703,Cluster 37,007406 2,007406,Precinct 118,38.8541724053,-76.9884242906,,2025/03/20 23:02:00+00,,710872335,
397343.210000001,137783.07,25040767,2025/03/21 19:49:15+00,EVENING,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF VERMONT AVENUE NW,397343.21,137783.07,2,2F,3,307,Cluster 7,005003 1,005003,Precinct 17,38.9079032324,-77.0306313817,,2025/03/14 23:00:00+00,2025/03/21 19:39:00+00,710872336,
406451.689999998,137312.25,25041029,2025/03/22 03:46:30+00,MIDNIGHT,OTHERS,THEFT/OTHER,5100 - 5199 BLOCK OF SHERIFF ROAD NE,406451.69,137312.25,7,7C,6,602,Cluster 31,007806 1,007806,Precinct 93,38.9036422597,-76.9256198676,,2025/03/19 19:34:00+00,2025/03/19 23:20:00+00,710872337,
397969.990000002,140269.969999999,25042579,2025/03/25 00:32:06+00,EVENING,OTHERS,THEFT F/AUTO,3200 - 3218 BLOCK OF GEORGIA AVENUE NW,397969.99,140269.97,1,1E,4,409,Cluster 2,003100 2,003100,Precinct 38,38.9303077114,-77.0234122941,,2025/03/23 08:00:00+00,2025/03/23 08:45:00+00,710872338,
400232.916299999,135255.095600002,25043384,2025/03/26 13:44:07+00,DAY,OTHERS,THEFT/OTHER,600 - 669 BLOCK OF PENNSYLVANIA AVENUE SE,400232.916286169,135255.095578947,6,6B,1,107,Cluster 26,006500 1,006500,Precinct 89,38.8851343032,-76.9973154556,CAPITOL HILL,2025/02/27 14:39:00+00,2025/03/26 13:45:00+00,710872339,
399489.560000002,137478.539999999,25043401,2025/03/26 14:47:40+00,DAY,OTHERS,THEFT/OTHER,1151 - 1199 BLOCK OF 1ST STREET NE,399489.56,137478.54,6,6E,5,501,Cluster 25,010603 2,010603,Precinct 144,38.9051637874,-77.0058848768,NOMA,2025/03/25 19:05:00+00,2025/03/26 13:39:00+00,710872340,
398683.710000001,136993.890000001,25044593,2025/03/28 14:51:35+00,DAY,OTHERS,THEFT F/AUTO,800 - 899 BLOCK OF 3RD STREET NW,398683.71,136993.89,6,6E,1,101,Cluster 8,004702 2,004702,Precinct 1,38.9007970515,-77.0151746146,MOUNT VERNON TRIANGLE CID,2025/03/26 23:30:00+00,2025/03/27 05:36:00+00,710872341,
393645.649999999,140765.550000001,25045776,2025/03/30 12:27:10+00,DAY,OTHERS,THEFT/OTHER,3700 - 3749 BLOCK OF NEWARK STREET NW,393645.65,140765.55,3,3A,2,204,Cluster 14,001002 4,001002,Precinct 29,38.934751414,-77.0732898841,,2025/03/30 12:05:00+00,2025/03/30 12:10:00+00,710872342,
397017.280000001,136929.170000002,25046744,2025/04/01 04:39:48+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1500 - 1521 BLOCK OF H STREET NW,397017.28,136929.17,2,2A,2,207,Cluster 8,010100 3,010100,Precinct 17,38.9002099557,-77.0343854734,DOWNTOWN,2025/03/30 03:15:00+00,2025/03/30 06:50:00+00,710872343,
402238.850000001,141098.43,25046840,2025/04/01 02:38:01+00,EVENING,OTHERS,THEFT/OTHER,3900 - 3999 BLOCK OF 22ND STREET NE,402238.85,141098.43,5,5B,5,503,Cluster 24,009400 4,009400,Precinct 69,38.9377702216,-76.974176432,,2025/03/31 23:29:00+00,2025/04/01 02:14:00+00,710872344,
401014.119999997,136104.649999999,25047061,2025/04/01 16:48:27+00,DAY,OTHERS,THEFT F/AUTO,200 - 299 BLOCK OF 13TH STREET NE,401014.12,136104.65,6,6A,1,108,Cluster 25,008002 2,008002,Precinct 86,38.8927868548,-76.9883102111,,2025/04/01 16:12:00+00,2025/04/01 16:45:00+00,710872345,
396830.43,137253.620000001,25048720,2025/04/04 13:42:34+00,DAY,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF 16TH STREET NW,396830.43,137253.62,2,2C,2,207,Cluster 6,010100 1,010100,Precinct 17,38.9031320626,-77.0365410195,DOWNTOWN,2025/04/04 12:15:00+00,2025/04/04 13:30:00+00,710872346,
399076.061399996,133996.830699999,25048905,2025/04/04 19:42:46+00,EVENING,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF HALF STREET SW,399076.061373095,133996.83071378,6,6D,1,105,Cluster 9,006400 1,006400,Precinct 127,38.8737989067,-77.0106474319,,2025/04/04 18:10:00+00,2025/04/04 18:25:00+00,710872347,
402808.880000003,132407.5,25049058,2025/04/04 22:26:47+00,EVENING,OTHERS,THEFT/OTHER,2700 - 2845 BLOCK OF ALABAMA AVENUE SE,402808.88,132407.5,7,7B,6,606,Cluster 35,007603 2,007603,Precinct 113,38.8594775631,-76.9676370731,,2025/04/04 21:53:00+00,2025/04/04 22:14:00+00,710872348,
401183.5,137093.41,25049468,2025/04/05 17:14:31+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1100 - 1199 BLOCK OF ORREN STREET NE,401183.5,137093.41,5,5D,5,506,Cluster 23,008802 2,008802,Precinct 77,38.9016937519,-76.9863560598,,2025/04/05 02:00:00+00,2025/04/05 13:00:00+00,710872349,
402423.899999999,134032.77,25049562,2025/04/05 21:54:14+00,EVENING,KNIFE,ASSAULT W/DANGEROUS WEAPON,2300 - 2399 BLOCK OF PENNSYLVANIA AVENUE SE,402423.9,134032.77,7,7B,6,605,Cluster 34,007709 1,007709,Precinct 111,38.8741198069,-76.972066947,,2025/04/05 19:41:00+00,2025/04/05 20:30:00+00,710872350,
399680.0,143441.449999999,25050061,2025/04/06 22:51:54+00,EVENING,OTHERS,THEFT F/AUTO,5600 - 5776 BLOCK OF 2ND STREET NE,399680,143441.45,4,4B,4,406,Cluster 19,009505 3,009505,Precinct 65,38.9588795897,-77.0036920692,,2025/04/06 21:10:00+00,2025/04/06 21:49:00+00,710872351,
397700.460000001,136611.23,25421155,2025/04/08 11:01:18+00,DAY,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF F STREET NW,397700.46,136611.23,2,2C,2,209,Cluster 8,005802 5,005802,Precinct 129,38.8973478904,-77.0265085554,DOWNTOWN,2025/03/22 17:40:00+00,2025/03/22 17:44:00+00,710872356,
398374.909999996,135355.710000001,25420989,2025/03/19 11:32:16+00,DAY,OTHERS,THEFT/OTHER,400 - 599 BLOCK OF C STREET SW,398374.91,135355.71,6,6D,1,103,Cluster 9,010202 1,010202,Precinct 142,38.8860392052,-77.0187306853,SOUTHWEST,2025/03/13 13:00:00+00,2025/03/14 22:00:00+00,710877643,
399283.189999998,134605.960000001,25052609,2025/04/11 19:09:47+00,EVENING,OTHERS,THEFT/OTHER,1 - 69 BLOCK OF I STREET SE,399283.19,134605.96,6,8F,1,106,Cluster 27,007202 2,007202,Precinct 131,38.8792863775,-77.0082611251,CAPITOL RIVERFRONT,2025/04/11 17:22:00+00,2025/04/11 18:00:00+00,710878343,
396830.43,137253.620000001,25053028,2025/04/12 13:27:46+00,DAY,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF 16TH STREET NW,396830.43,137253.62,2,2C,2,207,Cluster 6,010100 1,010100,Precinct 17,38.9031320626,-77.0365410195,DOWNTOWN,2025/04/12 12:56:00+00,2025/04/12 13:10:00+00,710878344,
398437.969999999,138222.379999999,25053942,2025/04/14 07:26:44+00,MIDNIGHT,OTHERS,THEFT F/AUTO,400 - 499 BLOCK OF WARNER STREET NW,398437.97,138222.38,2,2G,3,308,Cluster 7,004801 3,004801,Precinct 18,38.9118633146,-77.0180103784,,2025/04/14 06:05:00+00,2025/04/14 06:40:00+00,710878345,
396830.850000001,137427.27,25053974,2025/04/14 11:37:57+00,DAY,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF 16TH STREET NW,396830.85,137427.27,2,2C,2,207,Cluster 6,010100 1,010100,Precinct 17,38.9046963644,-77.0365369787,DOWNTOWN,2025/04/14 08:05:00+00,2025/04/14 11:14:00+00,710878346,
401605.575300001,133515.528299998,25054564,2025/04/15 15:23:45+00,DAY,OTHERS,THEFT F/AUTO,1600 - 1699 BLOCK OF R STREET SE,401605.575327443,133515.528313333,8,8A,6,607,Cluster 34,007601 4,007601,Precinct 140,38.8694621604,-76.9814985382,,2025/04/15 14:57:00+00,2025/04/15 15:20:00+00,710878347,
400544.380000003,138310.640000001,25054742,2025/04/15 23:18:13+00,EVENING,OTHERS,THEFT F/AUTO,400 - 1229 BLOCK OF NEW YORK AVENUE NE,400544.38,138310.64,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,38.91265961,-76.9937231684,,2025/04/15 20:38:00+00,2025/04/15 22:05:00+00,710878348,
406827.329999998,136094.550000001,25038781,2025/03/18 09:10:56+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,200 - 399 BLOCK OF 56TH STREET NE,406827.33,136094.55,7,7C,6,608,Cluster 31,007808 3,007808,Precinct 96,38.8926699447,-76.9213013002,,2025/03/18 08:23:00+00,,710880347,
399062.939999998,128985.25,25039483,2025/03/19 15:38:12+00,DAY,OTHERS,MOTOR VEHICLE THEFT,22 - 196 BLOCK OF CHESAPEAKE STREET SW,399062.94,128985.25,8,8D,7,708,Cluster 39,009807 3,009807,Precinct 126,38.8286524008,-77.0107918147,,2025/03/19 14:11:00+00,2025/03/19 14:54:00+00,710880348,
401498.969999999,138734.57,25040940,2025/03/22 10:06:57+00,MIDNIGHT,OTHERS,THEFT/OTHER,1500 - 1599 BLOCK OF NEW YORK AVENUE NE,401498.97,138734.57,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.9164774036,-76.9827155922,,2025/03/21 23:59:00+00,2025/03/22 00:24:00+00,710880349,
400660.399999999,129046.359999999,25040976,2025/03/22 01:31:06+00,EVENING,OTHERS,THEFT/OTHER,800 - 899 BLOCK OF CHESAPEAKE STREET SE,400660.4,129046.36,8,8E,7,706,Cluster 39,009811 2,009811,Precinct 125,38.8292031593,-76.9923943297,,2025/03/21 21:24:00+00,2025/03/21 21:26:00+00,710880350,
402556.0,139092.289999999,25041654,2025/03/23 08:53:03+00,MIDNIGHT,OTHERS,THEFT F/AUTO,2117 - 2299 BLOCK OF BLADENSBURG ROAD NE,402556,139092.29,5,5C,5,503,Cluster 24,011100 1,011100,Precinct 71,38.9196974243,-76.9705258,,2025/03/23 07:52:00+00,2025/03/23 08:00:00+00,710880351,
